Indicator ID,WB Code,Indicator,Pillar,Direction,ISO3,Country,Year,DataAge,StaleFlag,Value,Decimals,SourceLastUpdated,RetrievedAt
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SAU,Saudi Arabia,2025,0,OK,36973555.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SAU,Saudi Arabia,2025,0,OK,15.3876878937815,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SAU,Saudi Arabia,2024,1,OK,6.0,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SEN,Senegal,2024,1,OK,62.8559370532489,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SEN,Senegal,2024,1,OK,82.9,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SEN,Senegal,2022,3,OK,1461.66503022502,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SEN,Senegal,2025,0,OK,5463.21828561328,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SEN,Senegal,2025,0,OK,2.29738465638923,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SEN,Senegal,2025,0,OK,18931966.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SEN,Senegal,2025,0,OK,44.2327505544754,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SEN,Senegal,2024,1,OK,36.5,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SEN,Senegal,2024,1,OK,27.1931407050582,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SRB,Serbia,2022,3,OK,96.0487213134766,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SRB,Serbia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SRB,Serbia,2022,3,OK,1261.46962787171,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SRB,Serbia,2025,0,OK,33909.7605745332,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SRB,Serbia,2025,0,OK,-0.56842544719633,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SRB,Serbia,2025,0,OK,6549143.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SRB,Serbia,2025,0,OK,37.3620127200667,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SRB,Serbia,2024,1,OK,5.4,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SRB,Serbia,2024,1,OK,74.9672634764971,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SYC,Seychelles,2024,1,OK,94.2182922363281,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SYC,Seychelles,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SYC,Seychelles,2025,0,OK,35854.0281615068,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SYC,Seychelles,2025,0,OK,1.12749264749076,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SYC,Seychelles,2025,0,OK,122730.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SYC,Seychelles,2025,0,OK,54.5171609295391,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SYC,Seychelles,2024,1,OK,14.0,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SYC,Seychelles,2024,1,OK,64.7022316280556,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SLE,Sierra Leone,2024,1,OK,99.2019664463165,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SLE,Sierra Leone,2024,1,OK,39.2,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SLE,Sierra Leone,2022,3,OK,19331.1261214621,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SLE,Sierra Leone,2025,0,OK,3716.89410482498,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SLE,Sierra Leone,2025,0,OK,2.03619305233604,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SLE,Sierra Leone,2025,0,OK,8819794.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SLE,Sierra Leone,2025,0,OK,54.0732218643319,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SLE,Sierra Leone,2024,1,OK,90.5,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SLE,Sierra Leone,2024,1,OK,10.8953836036255,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SGP,Singapore,2023,2,OK,96.8465629805147,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SGP,Singapore,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SGP,Singapore,2022,3,OK,106.439180120283,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SGP,Singapore,2025,0,OK,163353.990260152,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SGP,Singapore,2025,0,OK,1.22350531679895,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SGP,Singapore,2025,0,OK,6111175.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SGP,Singapore,2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SGP,Singapore,2024,1,OK,2.7,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SGP,Singapore,2024,1,OK,100.0,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SXM,Sint Maarten (Dutch part),2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SXM,Sint Maarten (Dutch part),2025,0,OK,56490.5015205836,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SXM,Sint Maarten (Dutch part),2025,0,OK,1.3131397652904,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SXM,Sint Maarten (Dutch part),2025,0,OK,43923.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SXM,Sint Maarten (Dutch part),2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SVK,Slovak Republic,2024,1,OK,98.359977722168,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SVK,Slovak Republic,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SVK,Slovak Republic,2022,3,OK,2319.6935353455,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SVK,Slovak Republic,2025,0,OK,49308.7048471448,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SVK,Slovak Republic,2025,0,OK,-0.152382641257418,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SVK,Slovak Republic,2025,0,OK,5413813.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SVK,Slovak Republic,2025,0,OK,46.8059658028831,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SVK,Slovak Republic,2024,1,OK,6.3,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SVK,Slovak Republic,2024,1,OK,99.5715569148418,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SVN,Slovenia,2023,2,OK,97.4238586425781,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SVN,Slovenia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SVN,Slovenia,2022,3,OK,8839.64402796112,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SVN,Slovenia,2025,0,OK,59244.7106359661,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SVN,Slovenia,2025,0,OK,0.168420657387838,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SVN,Slovenia,2025,0,OK,2130986.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SVN,Slovenia,2025,0,OK,44.0093002154178,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SVN,Slovenia,2024,1,OK,2.3,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,SVN,Slovenia,2024,1,OK,99.5745942010052,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,SLB,Solomon Islands,2024,1,OK,70.453849254774,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SLB,Solomon Islands,2024,1,OK,81.5,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SLB,Solomon Islands,2022,3,OK,57229.4786868203,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SLB,Solomon Islands,2025,0,OK,2787.61656406214,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SLB,Solomon Islands,2025,0,OK,2.34616812843002,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SLB,Solomon Islands,2025,0,OK,838645.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SLB,Solomon Islands,2025,0,OK,68.6906809674582,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SLB,Solomon Islands,2024,1,OK,20.0,0,2026-07-13,2026-08-20 16:40:34.771
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SOM,"Somalia, Fed. Rep.",2024,1,OK,54.4,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SOM,"Somalia, Fed. Rep.",2022,3,OK,337.042732018953,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,SOM,"Somalia, Fed. Rep.",2025,0,OK,1642.77032278186,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SOM,"Somalia, Fed. Rep.",2025,0,OK,3.3397984923678,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SOM,"Somalia, Fed. Rep.",2025,0,OK,19654739.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SOM,"Somalia, Fed. Rep.",2025,0,OK,44.8600937127024,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SOM,"Somalia, Fed. Rep.",2024,1,OK,101.1,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,ZAF,South Africa,2023,2,OK,95.3327484577974,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,ZAF,South Africa,2024,1,OK,90.2,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,ZAF,South Africa,2022,3,OK,718.197209579404,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,ZAF,South Africa,2025,0,OK,15905.6794419658,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,ZAF,South Africa,2025,0,OK,1.14969203871645,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,ZAF,South Africa,2025,0,OK,64747319.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,ZAF,South Africa,2025,0,OK,36.1845988997478,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,ZAF,South Africa,2024,1,OK,35.1,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,ZAF,South Africa,2024,1,OK,68.0075638755656,0,2026-07-13,2026-08-20 16:40:34.666
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,SSD,South Sudan,2024,1,OK,5.4,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,SSD,South Sudan,2022,3,OK,2359.09467745596,0,2026-07-13,2026-08-20 16:40:34.738
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,SSD,South Sudan,2025,0,OK,2.0337018417734,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,SSD,South Sudan,2025,0,OK,12188788.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,SSD,South Sudan,2025,0,OK,78.3156400982599,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,SSD,South Sudan,2024,1,OK,96.7,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,ESP,Spain,2024,1,OK,98.5145568847656,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,ESP,Spain,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,ESP,Spain,2022,3,OK,2327.03642577919,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,ESP,Spain,2025,0,OK,59867.6944716701,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,ESP,Spain,2025,0,OK,1.03113431966787,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,ESP,Spain,2025,0,OK,49355143.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,ESP,Spain,2025,0,OK,19.4850748960862,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,ESP,Spain,2024,1,OK,3.2,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,ESP,Spain,2024,1,OK,99.4584646653876,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,LKA,Sri Lanka,2023,2,OK,94.542850980354,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LKA,Sri Lanka,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,LKA,Sri Lanka,2022,3,OK,2380.41567106983,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,LKA,Sri Lanka,2025,0,OK,17065.0298635432,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,LKA,Sri Lanka,2025,0,OK,-0.732738211545502,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,LKA,Sri Lanka,2025,0,OK,21756000.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,LKA,Sri Lanka,2025,0,OK,79.5498644832063,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,LKA,Sri Lanka,2024,1,OK,5.9,0,2026-07-13,2026-08-20 16:40:34.771
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,LKA,Sri Lanka,2024,1,OK,46.9329705143603,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,KNA,St. Kitts and Nevis,2023,2,OK,124.306688417618,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,KNA,St. Kitts and Nevis,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,KNA,St. Kitts and Nevis,2022,3,OK,513.819606499818,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,KNA,St. Kitts and Nevis,2025,0,OK,36777.262691657,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,KNA,St. Kitts and Nevis,2025,0,OK,0.168506412185747,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,KNA,St. Kitts and Nevis,2025,0,OK,46922.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,KNA,St. Kitts and Nevis,2025,0,OK,68.1012286861717,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,KNA,St. Kitts and Nevis,2024,1,OK,15.9,0,2026-07-13,2026-08-20 16:40:34.771
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,LCA,St. Lucia,2024,1,OK,97.3821989528796,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,LCA,St. Lucia,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,LCA,St. Lucia,2022,3,OK,1678.03066321365,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,LCA,St. Lucia,2025,0,OK,28673.8437920214,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,LCA,St. Lucia,2025,0,OK,0.225066989889272,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,LCA,St. Lucia,2025,0,OK,180149.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,LCA,St. Lucia,2025,0,OK,70.903428868893,0,2026-07-13,2026-08-20 16:40:34.940
U5_MORTALITY,SH.DYN.MORT,"Mortality rate, under-5",Human Development,HIGH,LCA,St. Lucia,2024,1,OK,17.2,0,2026-07-13,2026-08-20 16:40:34.771
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,MAF,St. Martin (French part),2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,MAF,St. Martin (French part),2025,0,OK,-4.65327729336626,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,MAF,St. Martin (French part),2025,0,OK,24941.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,MAF,St. Martin (French part),2025,0,OK,0.0,0,2026-07-13,2026-08-20 16:40:34.940
WATER_ACCESS,SH.H2O.SMDW.ZS,People using safely managed drinking water services,Water Need,LOW,MAF,St. Martin (French part),2024,1,OK,96.6254814641877,0,2026-07-13,2026-08-20 16:40:34.666
EDUCATION,SE.PRM.CMPT.ZS,"Primary completion rate, total",Human Development,LOW,VCT,St. Vincent and the Grenadines,2024,1,OK,108.965517241379,0,2026-07-13,2026-08-20 16:40:35.066
ELECTRICITY,EG.ELC.ACCS.ZS,Access to electricity,Infrastructure & Affordability,LOW,VCT,St. Vincent and the Grenadines,2024,1,OK,100.0,1,2026-07-13,2026-08-20 16:40:34.894
FRESHWATER_PC,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita,Water Need,LOW,VCT,St. Vincent and the Grenadines,2022,3,OK,979.950218528899,0,2026-07-13,2026-08-20 16:40:34.738
GDP_PC_PPP,NY.GDP.PCAP.PP.CD,"GDP per capita, PPP",Infrastructure & Affordability,LOW,VCT,St. Vincent and the Grenadines,2025,0,OK,22799.4005332261,1,2026-07-13,2026-08-20 16:40:34.813
POP_GROWTH,SP.POP.GROW,Population growth,Reach & Growth,HIGH,VCT,St. Vincent and the Grenadines,2025,0,OK,-0.690139370317183,1,2026-07-13,2026-08-20 16:40:34.978
POP_TOTAL,SP.POP.TOTL,Total population,Reach & Growth,HIGH,VCT,St. Vincent and the Grenadines,2025,0,OK,99924.0,0,2026-07-13,2026-08-20 16:40:35.021
RURAL_POP,SP.RUR.TOTL.ZS,Rural population,Reach & Growth,HIGH,VCT,St. Vincent and the Grenadines,2025,0,OK,52.0189519618179,0,2026-07-13,2026-08-20 16:40:34.940
